Messtemperatur      21∞C
U-Bereich           -1V   bis 1V
Anzahl der Meﬂpunkte     100
delay nach Einstellen der Spannung  s
Strombegrenzung     1 A
Kontakt             x
Beleuchtung         d
Kommentar eingeben

voltage / V   current / A   time

-1	-0.2960393	3875.722
-1	-0.2961033	3876.271
-1	-0.2961143	3876.818
-1	-0.2956027	3877.365
-1	-0.2952487	3877.913
-1	-0.295579	3878.46
-1	-0.2953724	3879.007
-1	-0.2950541	3879.554
-1	-0.2949017	3880.101
-1	-0.2951733	3880.648
-0.98	-0.2957827	3881.198
-0.98	-0.2954857	3881.744
-0.98	-0.2951108	3882.29
-0.98	-0.2949281	3882.837
-0.98	-0.2949316	3883.384
-0.98	-0.2954601	3883.93
-0.98	-0.2951488	3884.477
-0.98	-0.2958378	3885.023
-0.98	-0.2953986	3885.569
-0.98	-0.2958857	3886.116
-0.96	-0.2962739	3886.663
-0.96	-0.2954322	3887.21
-0.96	-0.2963882	3887.756
-0.96	-0.2962844	3888.304
-0.96	-0.2962667	3888.851
-0.96	-0.2955055	3889.397
-0.96	-0.2956227	3889.944
-0.96	-0.2967112	3890.492
-0.96	-0.2973904	3891.038
-0.96	-0.2968316	3891.585
-0.94	-0.2963168	3892.131
-0.94	-0.29677	3892.678
-0.94	-0.2966453	3893.224
-0.94	-0.2967207	3893.771
-0.94	-0.2972192	3894.317
-0.94	-0.2968102	3894.863
-0.94	-0.2969579	3895.41
-0.94	-0.2967	3895.956
-0.94	-0.2961434	3896.503
-0.94	-0.2966434	3897.05
-0.92	-0.297347	3897.597
-0.92	-0.2967195	3898.144
-0.92	-0.2960384	3898.69
-0.92	-0.2954621	3899.236
-0.92	-0.2957335	3899.783
-0.92	-0.296748	3900.33
-0.92	-0.2966044	3900.877
-0.92	-0.2962383	3901.424
-0.92	-0.295835	3901.971
-0.92	-0.2968935	3902.518
-0.9	-0.2965797	3903.063
-0.9	-0.2967784	3903.61
-0.9	-0.2968032	3904.158
-0.9	-0.2963643	3904.706
-0.9	-0.2961608	3905.251
-0.9	-0.2962117	3905.797
-0.9	-0.296726	3906.344
-0.9	-0.2973976	3906.891
-0.9	-0.2972477	3907.437
-0.9	-0.2963024	3907.983
-0.88	-0.2963154	3908.529
-0.88	-0.2970466	3909.075
-0.88	-0.2978253	3909.622
-0.88	-0.2968275	3910.369
-0.88	-0.2969343	3910.916
-0.88	-0.2977276	3911.463
-0.88	-0.2980092	3912.01
-0.88	-0.2969242	3912.556
-0.88	-0.2971632	3913.103
-0.88	-0.2972557	3913.649
-0.86	-0.2974647	3914.195
-0.86	-0.2970354	3914.741
-0.86	-0.2972943	3915.289
-0.86	-0.2976899	3915.835
-0.86	-0.2973607	3916.382
-0.86	-0.2977889	3916.929
-0.86	-0.296874	3917.476
-0.86	-0.2976088	3918.022
-0.86	-0.2985382	3918.568
-0.86	-0.298155	3919.115
-0.84	-0.2977864	3919.663
-0.84	-0.2974634	3920.21
-0.84	-0.297772	3920.757
-0.84	-0.2985682	3921.303
-0.84	-0.2985901	3921.85
-0.84	-0.2979795	3922.396
-0.84	-0.2982597	3922.942
-0.84	-0.2983938	3923.489
-0.84	-0.2985164	3924.036
-0.84	-0.2978101	3924.583
-0.82	-0.2981941	3925.13
-0.82	-0.2989573	3925.676
-0.82	-0.2989755	3926.223
-0.82	-0.29875	3926.77
-0.82	-0.2983491	3927.317
-0.82	-0.2985807	3927.863
-0.82	-0.2990849	3928.409
-0.82	-0.2994952	3928.956
-0.82	-0.2994803	3929.503
-0.82	-0.2988667	3930.05
-0.8	-0.2992552	3930.597
-0.8	-0.2998501	3931.144
-0.8	-0.2996088	3931.69
-0.8	-0.2993022	3932.237
-0.8	-0.2990885	3932.784
-0.8	-0.2995564	3933.331
-0.8	-0.2992016	3933.879
-0.8	-0.2988219	3934.426
-0.8	-0.2992913	3934.973
-0.8	-0.30059	3935.52
-0.78	-0.3002883	3936.067
-0.78	-0.3000333	3936.614
-0.78	-0.2994843	3937.161
-0.78	-0.2996957	3937.708
-0.78	-0.300513	3938.255
-0.78	-0.3008406	3938.802
-0.78	-0.3006012	3939.349
-0.78	-0.3001952	3939.896
-0.78	-0.3007195	3940.442
-0.78	-0.3006127	3940.989
-0.76	-0.3005702	3941.535
-0.76	-0.3005156	3942.082
-0.76	-0.3006371	3942.629
-0.76	-0.3003351	3943.176
-0.76	-0.3005396	3943.723
-0.76	-0.3009662	3944.27
-0.76	-0.3014065	3944.816
-0.76	-0.3018521	3945.363
-0.76	-0.3013804	3945.91
-0.76	-0.3012426	3946.458
-0.74	-0.3010316	3947.004
-0.74	-0.3013389	3947.551
-0.74	-0.3019798	3948.098
-0.74	-0.301352	3948.645
-0.74	-0.3011962	3949.191
-0.74	-0.3012116	3949.738
-0.74	-0.301495	3950.284
-0.74	-0.301597	3950.831
-0.74	-0.3021248	3951.379
-0.74	-0.3019465	3951.926
-0.72	-0.302419	3952.473
-0.72	-0.3021907	3953.02
-0.72	-0.3021536	3953.566
-0.72	-0.3014471	3954.113
-0.72	-0.3017455	3954.66
-0.72	-0.3025488	3955.207
-0.72	-0.3010214	3955.754
-0.72	-0.3013878	3956.301
-0.72	-0.3018085	3956.848
-0.72	-0.3030158	3957.395
-0.7	-0.3022497	3957.941
-0.7	-0.3012089	3958.488
-0.7	-0.3019328	3959.035
-0.7	-0.3024473	3959.583
-0.7	-0.3010953	3962.629
-0.7	-0.3008031	3963.175
-0.7	-0.3013617	3963.722
-0.7	-0.3015807	3964.269
-0.7	-0.3013815	3964.814
-0.7	-0.3009179	3965.361
-0.68	-0.3017102	3965.958
-0.68	-0.3027139	3966.505
-0.68	-0.3028577	3967.052
-0.68	-0.3022718	3969.496
-0.68	-0.3016587	3970.046
-0.68	-0.3019181	3970.593
-0.68	-0.3023829	3971.14
-0.68	-0.3027119	3971.762
-0.68	-0.3020779	3972.333
-0.68	-0.3030398	3972.88
-0.66	-0.3032197	3973.427
-0.66	-0.3023072	3973.973
-0.66	-0.3024407	3974.521
-0.66	-0.3030052	3975.066
-0.66	-0.3034907	3975.613
-0.66	-0.3027412	3976.16
-0.66	-0.3021779	3976.707
-0.66	-0.3023365	3977.254
-0.66	-0.3022051	3977.801
-0.66	-0.3025658	3978.348
-0.64	-0.302221	3978.895
-0.64	-0.3023019	3979.441
-0.64	-0.3031372	3986.936
-0.64	-0.3031877	3987.482
-0.64	-0.302935	3988.028
-0.64	-0.3025543	3988.575
-0.64	-0.3034615	3989.121
-0.64	-0.3032962	3989.668
-0.64	-0.3032431	3990.215
-0.64	-0.3028947	3990.762
-0.62	-0.3034272	3991.309
-0.62	-0.3032313	3991.855
-0.62	-0.3028703	3992.403
-0.62	-0.3027034	3992.949
-0.62	-0.3034551	3993.496
-0.62	-0.3033385	3994.044
-0.62	-0.3025545	3994.591
-0.62	-0.3024234	3995.138
-0.62	-0.3026178	3995.686
-0.62	-0.3032072	3996.231
-0.6	-0.3030844	3996.778
-0.6	-0.302811	3997.325
-0.6	-0.3023457	3997.873
-0.6	-0.3028047	3998.421
-0.6	-0.3026448	3998.968
-0.6	-0.3028237	3999.515
-0.6	-0.3030017	4000.063
-0.6	-0.3030208	4000.61
-0.6	-0.3027764	4001.158
-0.6	-0.3022522	4001.706
-0.58	-0.3031683	4002.254
-0.58	-0.3033105	4002.801
-0.58	-0.30272	4003.348
-0.58	-0.3024835	4003.895
-0.58	-0.3034939	4004.441
-0.58	-0.3029797	4004.988
-0.58	-0.302623	4005.535
-0.58	-0.3023541	4006.083
-0.58	-0.3030121	4006.63
-0.58	-0.303561	4007.177
-0.56	-0.3024752	4007.724
-0.56	-0.3024282	4008.271
-0.56	-0.3030821	4008.817
-0.56	-0.3029557	4009.364
-0.56	-0.3027417	4009.911
-0.56	-0.3031588	4010.459
-0.56	-0.3031417	4011.007
-0.56	-0.3022348	4011.554
-0.56	-0.3027657	4012.101
-0.56	-0.3030437	4012.647
-0.54	-0.303307	4013.194
-0.54	-0.3022496	4013.741
-0.54	-0.3021001	4014.288
-0.54	-0.3031837	4014.835
-0.54	-0.304141	4015.383
-0.54	-0.3035104	4015.929
-0.54	-0.3031182	4016.477
-0.54	-0.3029436	4017.024
-0.54	-0.3035172	4017.571
-0.54	-0.3037971	4018.118
-0.52	-0.303901	4018.665
-0.52	-0.3032523	4019.213
-0.52	-0.3036522	4019.76
